"ì œëª©","ì‹œì‘ ë‚ ì§œ","ì‹œì‘ ì‹œê°„","ë ë‚ ì§œ","ë ì‹œê°„","í•˜ë£¨ ì¢…ì¼","ë¯¸ë¦¬ ì•Œë¦¼ ì„¤ì •/í•´ì œ","ë¯¸ë¦¬ ì•Œë¦¼ ë‚ ì§œ","ë¯¸ë¦¬ ì•Œë¦¼ ì‹œê°„","ëª¨ì„ ì´ëŒì´","í•„ìˆ˜ ì°¸ì„ì","ì„ íƒ ì°¸ì„ì","ëª¨ì„ ë¦¬ì†ŒìŠ¤","ê±°ë¦¬","ë²”ì£¼ í•­ëª©","ë¹„ìš© ì •ë³´","ì„¤ëª…","ìˆ¨ê¹€","ì‹œê°„ ìƒíƒœ ë³´ê¸°","ìš°ì„  ìˆœìœ„","ìš°í¸ë¬¼ ì¢…ë¥˜","ì¥ì†Œ"
"[PUS1][Normal] Inspection of E/V","2023-3-15","¿ÀÀü 9:30:00","2023-3-15","¿ÀÈÄ 12:00:00","False","True","2023-3-15","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of E/V","2023-4-19","¿ÀÀü 9:30:00","2023-4-19","¿ÀÈÄ 12:00:00","False","True","2023-4-19","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of E/V","2023-5-17","¿ÀÀü 9:30:00","2023-5-17","¿ÀÈÄ 12:00:00","False","True","2023-5-17","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of E/V","2023-6-21","¿ÀÀü 9:30:00","2023-6-21","¿ÀÈÄ 12:00:00","False","True","2023-6-21","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of E/V","2023-7-19","¿ÀÀü 9:30:00","2023-7-19","¿ÀÈÄ 12:00:00","False","True","2023-7-19","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of E/V","2023-8-16","¿ÀÀü 9:30:00","2023-8-16","¿ÀÈÄ 12:00:00","False","True","2023-8-16","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of E/V","2023-9-20","¿ÀÀü 9:30:00","2023-9-20","¿ÀÈÄ 12:00:00","False","True","2023-9-20","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of E/V","2023-10-18","¿ÀÀü 9:30:00","2023-10-18","¿ÀÈÄ 12:00:00","False","True","2023-10-18","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of E/V","2023-11-15","¿ÀÀü 9:30:00","2023-11-15","¿ÀÈÄ 12:00:00","False","True","2023-11-15","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of E/V","2023-12-20","¿ÀÀü 9:30:00","2023-12-20","¿ÀÈÄ 12:00:00","False","True","2023-12-20","¿ÀÀü 9:15:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of elevators	Procedure No.	MOP-PUS1-017	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for E/V in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-2-24","¿ÀÀü 10:00:00","2023-2-24","¿ÀÈÄ 5:00:00","False","True","2023-2-24","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-3-24","¿ÀÀü 10:00:00","2023-3-24","¿ÀÈÄ 5:00:00","False","True","2023-3-24","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-4-28","¿ÀÀü 10:00:00","2023-4-28","¿ÀÈÄ 5:00:00","False","True","2023-4-28","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-5-26","¿ÀÀü 10:00:00","2023-5-26","¿ÀÈÄ 5:00:00","False","True","2023-5-26","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-6-23","¿ÀÀü 10:00:00","2023-6-23","¿ÀÈÄ 5:00:00","False","True","2023-6-23","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-7-28","¿ÀÀü 10:00:00","2023-7-28","¿ÀÈÄ 5:00:00","False","True","2023-7-28","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-8-25","¿ÀÀü 10:00:00","2023-8-25","¿ÀÈÄ 5:00:00","False","True","2023-8-25","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-9-22","¿ÀÀü 10:00:00","2023-9-22","¿ÀÈÄ 5:00:00","False","True","2023-9-22","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-10-27","¿ÀÀü 10:00:00","2023-10-27","¿ÀÈÄ 5:00:00","False","True","2023-10-27","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-11-24","¿ÀÀü 10:00:00","2023-11-24","¿ÀÈÄ 5:00:00","False","True","2023-11-24","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of the fire extinguisher.","2023-12-22","¿ÀÀü 10:00:00","2023-12-22","¿ÀÈÄ 5:00:00","False","True","2023-12-22","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Fire extinguisher
(pre-action &amp; building system)	Procedure No.	MOP-PUS1-018	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, Facility operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This activity is visual inspection of fire extinguisher(pre-action &amp; building system) in PUS1. 
No service problems during operation  
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspection of AED","2023-2-8","¿ÀÀü 10:00:00","2023-2-8","¿ÀÀü 11:00:00","False","True","2023-2-8","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Title:	Inspection of AED	Procedure No.	MOP-PUS1-022	Risk Level:	 	Frequency	Monthly	Owner:	PUS1, site operations	Revision:	Rev 0.1	Equipment Affected:	 	Power source/ Breaker isolated	N/A	 
Description of Work 
This MOP stipulates monthly preventive maintenance activity procedures for AED in PUS1.
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-2-6","¿ÀÈÄ 1:00:00","2023-2-6","¿ÀÈÄ 5:00:00","False","True","2023-2-6","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-3-6","¿ÀÈÄ 1:00:00","2023-3-6","¿ÀÈÄ 5:00:00","False","True","2023-3-6","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-4-3","¿ÀÈÄ 1:00:00","2023-4-3","¿ÀÈÄ 5:00:00","False","True","2023-4-3","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-5-1","¿ÀÈÄ 1:00:00","2023-5-1","¿ÀÈÄ 5:00:00","False","True","2023-5-1","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-6-5","¿ÀÈÄ 1:00:00","2023-6-5","¿ÀÈÄ 5:00:00","False","True","2023-6-5","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-7-3","¿ÀÈÄ 1:00:00","2023-7-3","¿ÀÈÄ 5:00:00","False","True","2023-7-3","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-8-18","¿ÀÈÄ 1:00:00","2023-8-18","¿ÀÈÄ 3:00:00","False","False","2023-8-7","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-9-4","¿ÀÈÄ 1:00:00","2023-9-4","¿ÀÈÄ 5:00:00","False","True","2023-9-4","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-10-2","¿ÀÈÄ 1:00:00","2023-10-2","¿ÀÈÄ 5:00:00","False","True","2023-10-2","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-11-6","¿ÀÈÄ 1:00:00","2023-11-6","¿ÀÈÄ 5:00:00","False","True","2023-11-6","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"[PUS1][Normal] Inspcetion of BMS & FMS(Including water leakage detection)","2023-12-4","¿ÀÈÄ 1:00:00","2023-12-4","¿ÀÈÄ 5:00:00","False","True","2023-12-4","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,," 
Title:	PUS1 Inspcetion of BMS &amp; FMS(Including water leakage detection)	Procedure No.	PUS1-MOP-016	Risk Level:	Level 3	Frequency	Monthly	Owner:	PUS1 Facility Operations	Revision:	Rev 0.1	Equipment Affected:	BMS(Elec, Mech) &amp; FMS	Power source/ Breaker isolated	N/A	 
Description of Work 
This work is a monthly routine check for monitoring status and alarm activation checks for facility operations of BMS and FMS..
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"PUS1 retrofit_Site survey by Design engineers","2023-2-6","¿ÀÀü 12:00:00","2023-2-9","¿ÀÀü 12:00:00","True","True","2023-2-5","¿ÀÀü 6:00:00","PUS1 Ops Calendar",,,,,,," 
","False","3","ì¤‘ê°„","ë³´í†µ",""
"(FM) Monthly operation test of GENSET.","2023-1-12","¿ÀÈÄ 1:00:00","2023-1-12","¿ÀÈÄ 2:30:00","False","True","2023-1-12","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,,"Monthly operation test of GENSET.
","False","2","ì¤‘ê°„","ë³´í†µ",""
"(FM) E/V Monthly regular inspection","2023-1-11","¿ÀÀü 10:00:00","2023-1-11","¿ÀÈÄ 12:00:00","False","True","2023-1-11","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"E/V Monthly regular inspection
","False","2","ì¤‘ê°„","ë³´í†µ",""
"(FM) Check the voltage and current of each PUD on UPS.","2023-1-25","¿ÀÀü 10:00:00","2023-1-25","¿ÀÈÄ 4:00:00","False","True","2023-1-25","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Check the voltage and current of each PUD on UPS.
","False","2","ì¤‘ê°„","ë³´í†µ",""
"(FM) Check the power quality of UPS system.","2023-1-19","¿ÀÀü 10:00:00","2023-1-19","¿ÀÈÄ 2:00:00","False","True","2023-1-19","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Check the power quality of UPS system.
","False","2","ì¤‘ê°„","ë³´í†µ",""
"(FM) Leak detector sensor operation test of the CRAC system. ","2023-1-18","¿ÀÈÄ 1:00:00","2023-1-18","¿ÀÈÄ 4:00:00","False","True","2023-1-18","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,,"Leak detector sensor operation test of the CRAC system.
","False","2","ì¤‘ê°„","ë³´í†µ",""
"(FM) Resistance and voltage measurement of the battery of UPS.","2023-1-10","¿ÀÀü 9:00:00","2023-1-11","¿ÀÈÄ 4:00:00","False","True","2023-1-10","¿ÀÀü 8:45:00","PUS1 Ops Calendar",,,,,,,"Resistance and voltage measurement of the battery of UPS.
","False","2","ì¤‘ê°„","ë³´í†µ",""
"(FM) Replacing the compressor of the outdoor unit","2023-1-16","¿ÀÈÄ 1:00:00","2023-1-16","¿ÀÈÄ 5:00:00","False","True","2023-1-16","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,,"Replacing the compressor of the outdoor unit. (BNK NO.2)
","False","2","ì¤‘ê°„","ë³´í†µ",""
"(FM) Cylinder cleaning of CRAC","2023-1-17","¿ÀÀü 10:00:00","2023-1-17","¿ÀÈÄ 2:00:00","False","True","2023-1-17","¿ÀÀü 9:45:00","PUS1 Ops Calendar",,,,,,,"Cylinder cleaning of CRAC system. 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"PUS1 team introduction with Peter","2023-1-11","¿ÀÈÄ 1:00:00","2023-1-11","¿ÀÈÄ 2:00:00","False","True","2023-1-11","¿ÀÈÄ 12:45:00","PUS1 Ops Calendar",,,,,,,"13:00 - 14:00	Introduction to PUS1 Ops team	Peter, SooChang &amp; PUS1 Ops	 
Please welcome Peter as new Ops director.
","False","2","ì¤‘ê°„","ë³´í†µ",""
"PUS1 site tour","2023-1-11","¿ÀÈÄ 2:00:00","2023-1-11","¿ÀÈÄ 3:00:00","False","True","2023-1-11","¿ÀÈÄ 1:45:00","PUS1 Ops Calendar","Thiam Poh Goh;Peter Ham;KhaRam Lee;SooChang Park;BongYong Han",,,,,,"PUS1 site tour
 
 
","False","2","ì¤‘ê°„","ë³´í†µ",""
"PUS1 Retrofit brief & discussion","2023-1-11","¿ÀÈÄ 3:00:00","2023-1-11","¿ÀÈÄ 4:00:00","False","True","2023-1-11","¿ÀÈÄ 2:45:00","PUS1 Ops Calendar","KhaRam Lee;Peter Ham;SooChang Park;BongYong Han;Thiam Poh Goh","Chulho Hyun","PUS1 Meeting Room",,,,"PUS1 Retrofit brief &amp; discussion
 
 <https://digitaledgeasia.sharepoint.com/:f:/s/kr-ops/Ejq36IPWvY5MgCGLqMhndP8BD6OsdWAUbt4OOQzf3lZscw?e=mczvAC>   PUS1 Retrofit
 
","False","2","ì¤‘ê°„","ë³´í†µ","PUS1 Meeting Room"
"Dinner with TP in PUS1","2023-1-11","¿ÀÈÄ 6:00:00","2023-1-11","¿ÀÈÄ 7:00:00","False","True","2023-1-11","¿ÀÈÄ 5:45:00","PUS1 Ops Calendar","Thiam Poh Goh;Peter Ham;Chulho Hyun;PUS1 Ops;BongYong Han;KhaRam Lee;SooChang Park;Younghoon Choi",,,,,,"Dinner with TP and PUS1 ops team.
 
","False","3","ì¤‘ê°„","ë³´í†µ",""
"seunghwan PTO(afternoon)","2023-1-4","¿ÀÀü 12:00:00","2023-1-5","¿ÀÀü 12:00:00","True","True","2023-1-3","¿ÀÀü 6:00:00","PUS1 Ops Calendar",,,,,,,,"False","3","ì¤‘ê°„","ë³´í†µ",""
